pdbid,lignme,pubchem_cid,smiles
5D1B,ZN|TSN|K,444732,C[C@H](\C=C(/C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C
6GVF,FE5,45375953,CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc12
6AH9,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
1QSG,TCL|NAD|GLC,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
4NR0,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
3OID,TCL|NDP,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
4W9N,IMD|TCL|CL|NA,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
1D7O,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
1QG6,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
2WYW,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
4M89,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
3PJF,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
5YCS,SO4|TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
1C14,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
3P9T,SO4|TCL,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
3AM5,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
4ALI,TCL|NAP|GLU,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
3NRC,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
1UH5,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
1D8A,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
2O2Y,SO4|TCL|CL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
7FCM,CA|TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
3GR6,TCL|NAP,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
2B35,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
1NHG,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
2QIO,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
3F4B,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
2PD3,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
3AM3,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
3PJD,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
3PJE,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
1P45,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
3OIF,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
5IFL,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
2O2S,TCL|NAD,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
4ALL,TCL|NAP,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
4ER3,UNX|SO4|0QK|EDO,56962336,CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc2c(N)ncnc12
4ER5,UNX|0QK,56962336,CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc2c(N)ncnc12
7RFM,0QK|EDO|K,56962336,CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc2c(N)ncnc12
4EKI,SO4|0QK,56962336,CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc2c(N)ncnc12
7TE7,I0V,23642301,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1
5I9Z,627|EDO,11442891,CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1)c1ccccc1
8SSO,627|ACT|EDO,11442891,CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1)c1ccccc1
4QO9,627|DMS|CL|PGE|EDO,11442891,CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1)c1ccccc1
2V7A,627|MG,11442891,CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1)c1ccccc1
8SSP,PDO|627|EDO|SO4|MES|PO4,11442891,CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1)c1ccccc1
2J50,627|SO4,11442891,CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1)c1ccccc1
6HSH,GOL|DMF|ZN|GOK|K,11538455,Cn1cc(CNCC2CCN(CC2)c2ncc(cn2)C(=O)NO)c2ccccc12
7Q1B,GOL|ZN|GOK|K,11538455,Cn1cc(CNCC2CCN(CC2)c2ncc(cn2)C(=O)NO)c2ccccc12
6HSK,ZN|GOK|K,11538455,Cn1cc(CNCC2CCN(CC2)c2ncc(cn2)C(=O)NO)c2ccccc12
5VEE,981,68060125,CCn1c2nc(Nc3ccc(N4CCNCC4)c(F)c3)ncc2cc(-c2ccc(Cl)cc2Cl)c1=O
6PFM,OGJ,87055263,CC1=C([C@@H](Oc2ccc(O)cc12)c1ccc(OCCN2CC(CF)C2)cc1)c1cccc(O)c1 |t:1|
3TUH,TUH,135564985,CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3n(C)ccc3c2)c(O)cc1O
6LSZ,TUH,135564985,CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3n(C)ccc3c2)c(O)cc1O
8W8K,TUH|MG,135564985,CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3n(C)ccc3c2)c(O)cc1O
8E56,3PE|NAG|CA|BBI,2157,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
8E57,NAG|WFR|CA|BBI,2157,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
8E58,NAG|WFR|CA|BBI,2157,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
8E59,3PE|NAG|CA|BBI,2157,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
8E5B,NAG|CA|BBI|WG6,2157,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
4O8Z,BBI|ZN,2157,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
5H4D,PEG|ZN|FDL|NAD|MG|BBI,2157,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
8FHS,CA|BBI|NAG|CLR|3PE|WG6,2157,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
4DJH,OLC|CIT|JDC|PEG,9956146,CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c1cccc(O)c1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1
8VVF,JDC,9956146,CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c1cccc(O)c1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1
6VI4,JDC|CLR,9956146,CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c1cccc(O)c1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1
9D61,JDC,9956146,CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c1cccc(O)c1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1
4C9X,SO4|VHS|CL,56671814,C[C@H](Oc1cc(cnc1N)-c1cnn(c1)C1CCNCC1)c1c(Cl)ccc(F)c1Cl
2UW7,GVP,11175137,Clc1ccc(cc1)C1(CCNCC1)c1ccc(cc1)-c1cn[nH]c1
2UW9,GVP,11175137,Clc1ccc(cc1)C1(CCNCC1)c1ccc(cc1)-c1cn[nH]c1
5AQZ,SGV|EDO,14978,NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12
8OV2,MES|ZN|SGV|EDO,14978,NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12
6PJX,CA|SGV,14978,NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12
6C9N,SGV|SO4|GOL|NA,14978,NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12
8S8W,MES|EDO|GTA|SGV|SAM|ZN,14978,NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12
4TNB,SGV,14978,NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12
9EMV,MES|EDO|GTA|SAH|V9G|SGV|ZN,14978,NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12
3NYN,SO4|SGV|BU3,14978,NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12
7MTB,SGV|RET,14978,NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12
7MTA,SGV|RET,14978,NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12
7MT8,SGV|RET,14978,NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12
7MT9,SGV|RET,14978,NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12
6LTI,2GJ|MG,135539077,CCNC(=O)c1noc(c1-c1ccc(CN2CCOCC2)cc1)-c1cc(C(C)C)c(O)cc1O
6CJS,2GJ|EDO,135539077,CCNC(=O)c1noc(c1-c1ccc(CN2CCOCC2)cc1)-c1cc(C(C)C)c(O)cc1O
2VCI,2GJ,135539077,CCNC(=O)c1noc(c1-c1ccc(CN2CCOCC2)cc1)-c1cc(C(C)C)c(O)cc1O
7K9S,2GJ,135539077,CCNC(=O)c1noc(c1-c1ccc(CN2CCOCC2)cc1)-c1cc(C(C)C)c(O)cc1O
2GDO,SO4|12C,135399748,Clc1ccc2[nH]c(=O)c(-c3nc4ccccc4[nH]3)c(N[C@@H]3CN4CCC3CC4)c2c1
8BI5,QQS|MG|PO4|EDO|CL,52953431,COc1cc2c(nc(nc2cc1OCCCN1CCCC1)C1CCCCC1)N(C)C1CCN(CC1)C(C)C
8TZE,T3X,51038269,CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc3cnc4n[nH]cc4c3)cc2C(F)(F)F)CC1
8TYQ,T3X,51038269,CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc3cnc4n[nH]cc4c3)cc2C(F)(F)F)CC1
8TZB,T3X,51038269,CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc3cnc4n[nH]cc4c3)cc2C(F)(F)F)CC1
8TZF,GDP|T3X,51038269,CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc3cnc4n[nH]cc4c3)cc2C(F)(F)F)CC1
8U7L,T3X|GDP,51038269,CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc3cnc4n[nH]cc4c3)cc2C(F)(F)F)CC1
7AXD,S6W|IPA,15278226,"Nc1c(c(nn1-c1c(Cl)cc(cc1Cl)C(F)(F)F)C#N)[S@@](=O)C(F)(F)F |&1:20,r|"
4K5Y,OLC|SO4|PGW|1Q5|OLA|1PE,9862166,CCC(CC)Nc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1C
4Z9G,SO4|1Q5|OLA,9862166,CCC(CC)Nc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1C
6EAS,GOL|J3A,16041424,CN1CCN(CC1)c1cc(Nc2cc(C)n[nH]2)nc(\C=C\c2ccccc2)n1
2XFH,CL6|DMS|HEM,2812,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
6H1T,CL6|MPO|PEG|PGE|MPD|EDO|HEM,2812,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
7AXA,CL6,2812,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
7AXJ,CL6|EST,2812,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
3MDV,CL6|HEM,2812,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
4XE3,CL6|SO4|HEM,2812,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
8SG5,CE9|CL6|HEM,2812,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
8SPD,CL6|HEM,2812,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
6UW2,CL6|GAI|HEM,2812,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
7NAA,V17,9549298,O=C(N1CCC(CC1)N1CCCC1)c1ccc(Nc2nccc(n2)-c2cc3ccccc3s2)cc1
6UOC,ZN|QCM|EDO|K,9804992,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(cc3)C(=O)NO)ccc2c1
4G0U,ASW|MG,2179,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
8YGE,ASW|MG,2179,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
8J9X,MG|ASW,2179,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
8YO7,ASW|MG,2179,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
8JEM,PGT|ASW|DGA|LMT,2179,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
2BIK,CL|BI1,2396,CN(C)CCCn1cc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc12 |t:9|
1XWS,SO4|BI1,2396,CN(C)CCCn1cc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc12 |t:9|
1UU8,SO4|GOL|BI1,2396,CN(C)CCCn1cc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc12 |t:9|
2BIL,BI1,2396,CN(C)CCCn1cc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc12 |t:9|
1ZRZ,BI1,2396,CN(C)CCCn1cc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc12 |t:9|
4RZM,GOL|CL|NA|LSD|FMT,5360807,CC[C@H]([C@H]1O[C@@](CC)(C[C@@H]1C)[C@H]1CC[C@](O)(CC)[C@H](C)O1)C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(O)=O
7K6H,4WG,46843772,CCOc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)N1CCC(O)CC1
5LRQ,4WG,46843772,CCOc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)N1CCC(O)CC1
5BYY,4WG,46843772,CCOc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)N1CCC(O)CC1
5AP7,DMS|SVE|EDO,44556162,CCc1cccc(CC)c1NC(=O)c1nn(C)c-2c1CCc1cnc(Nc3ccc(cc3OC(F)(F)F)C(=O)NC3CCN(C)CC3)nc-21
5NTT,SVE|EDO,44556162,CCc1cccc(CC)c1NC(=O)c1nn(C)c-2c1CCc1cnc(Nc3ccc(cc3OC(F)(F)F)C(=O)NC3CCN(C)CC3)nc-21
2X9E,SVE,44556162,CCc1cccc(CC)c1NC(=O)c1nn(C)c-2c1CCc1cnc(Nc3ccc(cc3OC(F)(F)F)C(=O)NC3CCN(C)CC3)nc-21
7YJJ,GO3,3503,CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O
8GY6,GO3,3503,CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O
5NXC,9DB,135565545,Cn1cc(cn1)-c1[nH]c2cc(NC(=O)[C@H](N)C3CCCCC3)cc3c2c1cn[nH]c3=O
5KCV,6S1,53262401,Nc1ncccc1-c1nc2ccc(nc2n1-c1ccc(cc1)C1(N)CCC1)-c1ccccc1
8ZPM,A1D8L|CLR,11256587,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc12
6BZO,FI8|ZN|MG,10034073,"CC[C@H]1\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)c3c(O)c(Cl)c(O)c(Cl)c3CC)[C@H](O)[C@@H]2OC)\C(=O)O[C@@H](C\C=C(/C)\C=C(C)\[C@@H]1O[C@@H]1OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O)[C@@H](C)O |c:3,11,47,50,t:9|"
6C06,MG|ZN|FI8,10034073,"CC[C@H]1\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)c3c(O)c(Cl)c(O)c(Cl)c3CC)[C@H](O)[C@@H]2OC)\C(=O)O[C@@H](C\C=C(/C)\C=C(C)\[C@@H]1O[C@@H]1OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O)[C@@H](C)O |c:3,11,47,50,t:9|"
7L7B,MG|ZN|FI8,10034073,"CC[C@H]1\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)c3c(O)c(Cl)c(O)c(Cl)c3CC)[C@H](O)[C@@H]2OC)\C(=O)O[C@@H](C\C=C(/C)\C=C(C)\[C@@H]1O[C@@H]1OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O)[C@@H](C)O |c:3,11,47,50,t:9|"
6FBV,ZN|FI8|MG,10034073,"CC[C@H]1\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)c3c(O)c(Cl)c(O)c(Cl)c3CC)[C@H](O)[C@@H]2OC)\C(=O)O[C@@H](C\C=C(/C)\C=C(C)\[C@@H]1O[C@@H]1OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O)[C@@H](C)O |c:3,11,47,50,t:9|"
7JU7,GOL|DMS|G65,10074640,CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nc(cs3)-c3cccnc3)c2)CC1
7TVX,G65,10074640,CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nc(cs3)-c3cccnc3)c2)CC1
5MQL,DCM|G65|MG|UDP,10074640,CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nc(cs3)-c3cccnc3)c2)CC1
2ITT,AEE,10297043,CCN1CCN(Cc2ccc(cc2)-c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2)CC1
2ITP,AEE,10297043,CCN1CCN(Cc2ccc(cc2)-c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2)CC1
2JIU,AEE,10297043,CCN1CCN(Cc2ccc(cc2)-c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2)CC1
2J6M,AEE,10297043,CCN1CCN(Cc2ccc(cc2)-c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2)CC1
5ER5,CA|ET,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
3VVY,ET,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
6KO7,SO4|ET,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
4ZVK,ZN|ET|FAD,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
5BUC,SO4|ZN|ET|FAD,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
2ZOZ,SO4|GOL|ET,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
5KCB,SO4|ET,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
3V78,ET,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
5FFZ,ET|K,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
3HTJ,NI|ET,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
3BR3,SO4|ET,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
3PM1,SO4|ET,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
3Q2Y,GOL|ET,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
1QVU,PRL|ET,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
1JTY,SO4|ET,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
7KGG,PTY|ET,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
1T9X,ET,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
7KGI,PTY|ET,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
4HUM,ET,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
7KGH,PTY|ET,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
1OY9,ET,3624,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12
1JK3,CA|BAT|ZN,5362422,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO
1RM8,CA|BAT|ZN,5362422,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO
1DTH,CA|BAT|ZN,5362422,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO
2J83,CA|BAT|GOL|ZN,5362422,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO
4DD8,CL|NA|CA|BAT|ZN|K,5362422,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO
1MMB,CA|BAT|ZN,5362422,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO
2RJQ,CA|BAT|ZN|CL,5362422,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO
7W6Y,BAT|ZN,5362422,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO
7W6Z,BAT|ZN,5362422,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO
7W6X,BAT|ZN,5362422,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO
8ESV,Y01|ZN|NAG|BAT|CA,5362422,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO
8R63,Y53,135565042,CC1(C)CC(CC(C)(C)N1)Oc1ccc(nn1)-c1ccc(cc1O)-c1cn[nH]c1
8BI6,CIQ|MG|IPA|PEG|PO4|EDO|CL,46224516,COc1cc2c(NC3CCN(CC3)C(C)C)nc(nc2cc1OCCCN1CCCC1)C1CCCCC1
3RJW,UNX|ZN|CIQ|SAH,46224516,COc1cc2c(NC3CCN(CC3)C(C)C)nc(nc2cc1OCCCN1CCCC1)C1CCCCC1
4KM0,CP6|ATR,4993,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
7OPJ,CP6|ACT|GOL|NAP,4993,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
6NNI,CP6|SO4|CO|NDP|MES,4993,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
8A0Z,NO3|NDP|EPE|CP6,4993,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
2BL9,CP6|NDP,4993,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
7FGW,CP6|BEN|NDP|UMP,4993,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
3QFX,CP6|NDP,4993,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
1J3J,CP6|NDP|UMP,4993,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
3QG2,CP6|NDP|UMP,4993,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
3QGT,CP6|NDP|UMP,4993,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
3UM5,CP6|NDP|UMP,4993,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
2BLA,CP6|NDP|MES,4993,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
3LMY,CP6|SO4|NAG|NDG,4993,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
6AOG,CP6|NDP|CB3|UMP,4993,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
4LNG,JAN|FPP|ZN|K|EDO,159324,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2n(C)c(=O)cc(-c3cccc(Cl)c3)c2c1
3SFX,SO4|JAN|3FX|FII|ZN,159324,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2n(C)c(=O)cc(-c3cccc(Cl)c3)c2c1
1SA4,FPP|JAN|ZN,159324,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2n(C)c(=O)cc(-c3cccc(Cl)c3)c2c1
1X81,JAN|ZN,159324,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2n(C)c(=O)cc(-c3cccc(Cl)c3)c2c1
5I9X,DB8|EDO,5328940,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl
